symbol,name,market
SLV240119C00042000,SLV Jan 2024 42.000 call,Option
HYG230421P00068000,HYG Apr 2023 68.000 put,Option
AMC230616P00006000,AMC Jun 2023 6.000 put,Option
HYG230519P00070000,HYG May 2023 70.000 put,Option
BBBY230421C00040000,BBBY Apr 2023 40.000 call,Option
VIX230419C00040000,I:VIX Apr 2023 40.000 call,Option
SLV240119P00021000,SLV Jan 2024 21.000 put,Option
HYG230421C00076000,HYG Apr 2023 76.000 call,Option
SPY230421P00380000,SPY Apr 2023 380.000 put,Option
HYG230519C00076000,HYG May 2023 76.000 call,Option
XLF230421P00031000,XLF Apr 2023 31.000 put,Option
VIX230419C00024000,I:VIX Apr 2023 24.000 call,Option
AMC230421P00010000,AMC Apr 2023 10.000 put,Option
EEM230519C00043000,EEM May 2023 43.000 call,Option
EEM230915P00038000,EEM Sep 2023 38.000 put,Option
HYG230616P00074000,HYG Jun 2023 74.000 put,Option
EEM230616C00042000,EEM Jun 2023 42.000 call,Option
EEM230421P00038000,EEM Apr 2023 38.000 put,Option
AMC230519P00004000,AMC May 2023 4.000 put,Option
IWM230421P00166000,IWM Apr 2023 166.000 put,Option
BBBY250117P00001000,BBBY Jan 2025 1.000 put,Option
AMC230421P00003000,AMC Apr 2023 3.000 put,Option
SPY230616P00370000,SPY Jun 2023 370.000 put,Option
TEVA230616C00012000,TEVA Jun 2023 12.000 call,Option
AMC230519C00013000,AMC May 2023 13.000 call,Option
MULN250117C00000500,MULN Jan 2025 0.500 call,Option
SPY230421P00350000,SPY Apr 2023 350.000 put,Option
GLD230519C00195000,GLD May 2023 195.000 call,Option
VALE240119C00020000,VALE Jan 2024 20.000 call,Option
AMC230519P00013000,AMC May 2023 13.000 put,Option
SLV230915C00035000,SLV Sep 2023 35.000 call,Option
LQD230421P00100000,LQD Apr 2023 100.000 put,Option
EEM230519P00035000,EEM May 2023 35.000 put,Option
XLE230616P00053000,XLE Jun 2023 53.000 put,Option
IWM230616P00165000,IWM Jun 2023 165.000 put,Option
IWM230519P00165000,IWM May 2023 165.000 put,Option
F240119C00019350,F Jan 2024 19.350 call,Option
XLE230616P00058000,XLE Jun 2023 58.000 put,Option
ATVI240119P00065000,ATVI Jan 2024 65.000 put,Option
VIX230517C00032000,I:VIX May 2023 32.000 call,Option
